defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,failure_mode,machine_id
DEF-00976,L04577,Tool Damage,2026-06-13,Tool Tip,Major,Automated,614.38,TWF,LINE2-M01
DEF-00977,H04578,Tool Damage,2026-06-13,Spindle Interface,Critical,Automated,1803.48,TWF,LINE1-M01
DEF-00978,L04579,Tool Damage,2026-06-13,Cutting Edge,Critical,Ultrasonic,1629.03,TWF,LINE3-M01
DEF-00979,H04592,Power Defect,2026-06-14,Electrical Panel,Major,Manual,399.47,PWF,LINE3-M01
DEF-00980,M04593,Power Defect,2026-06-14,VFD Unit,Major,Manual,642.27,PWF,LINE3-M02
DEF-00981,M04595,Power Defect,2026-06-14,Electrical Panel,Critical,Ultrasonic,2261.45,PWF,LINE1-M02
DEF-00982,L04596,Power Defect,2026-06-14,Drive Motor,Critical,Visual,1824.14,PWF,LINE2-M02
DEF-00983,L04603,Thermal Defect,2026-06-14,Heat Exchanger,Major,Visual,742.1,HDF,LINE3-M01
DEF-00984,M04608,Thermal Defect,2026-06-14,Bearing Assembly,Critical,Automated,2164.77,HDF,LINE1-M02
DEF-00985,L04612,Power Defect,2026-06-14,Electrical Panel,Major,X-Ray,312.27,PWF,LINE2-M01
DEF-00986,H04632,Power Defect,2026-06-14,Drive Motor,Critical,Visual,2342.97,PWF,LINE2-M01
DEF-00987,L04647,Thermal Defect,2026-06-14,Heat Exchanger,Minor,Ultrasonic,190.87,HDF,LINE2-M01
DEF-00988,H04649,Thermal Defect,2026-06-14,Heat Exchanger,Minor,X-Ray,113.57,HDF,LINE2-M02
DEF-00989,H04653,Tool Damage,2026-06-14,Tool Holder,Critical,Ultrasonic,2458.12,TWF,LINE2-M01
DEF-00990,H04654,Tool Damage,2026-06-14,Spindle Interface,Minor,X-Ray,226.23,TWF,LINE1-M02
DEF-00991,H04656,Tool Damage,2026-06-14,Tool Tip,Major,Visual,576.46,TWF,LINE1-M01
DEF-00992,L04657,Tool Damage,2026-06-14,Cutting Edge,Minor,Visual,215.73,TWF,LINE3-M02
DEF-00993,H04658,Tool Damage,2026-06-14,Cutting Edge,Major,X-Ray,757.5,TWF,LINE3-M01
DEF-00994,M04659,Tool Damage,2026-06-14,Spindle Interface,Critical,Ultrasonic,1994.73,TWF,LINE3-M02
DEF-00995,L04662,Thermal Defect,2026-06-14,Motor Housing,Major,Visual,520.61,HDF,LINE1-M02
DEF-00996,H04668,Thermal Defect,2026-06-14,Cooling System,Critical,Ultrasonic,2110.54,HDF,LINE1-M01
DEF-00997,L04675,Power Defect,2026-06-14,Drive Motor,Critical,Ultrasonic,1621.43,PWF,LINE1-M02
DEF-00998,L04680,Power Defect,2026-06-14,Drive Motor,Major,Visual,543.37,PWF,LINE2-M02
DEF-00999,L04681,Power Defect,2026-06-14,Drive Motor,Critical,Automated,824.75,PWF,LINE3-M01
DEF-01000,L04686,Power Defect,2026-06-14,Drive Motor,Critical,Ultrasonic,1411.3,PWF,LINE2-M02
DEF-01001,L04688,Thermal Defect,2026-06-14,Heat Exchanger,Major,Ultrasonic,790.23,HDF,LINE2-M01
DEF-01002,L04692,Thermal Defect,2026-06-14,Cooling System,Critical,Visual,2410.26,HDF,LINE3-M01
DEF-01003,H04693,Power Defect,2026-06-14,Drive Motor,Critical,Automated,1246.91,PWF,LINE2-M01
DEF-01004,L04694,Power Defect,2026-06-14,VFD Unit,Critical,Manual,2356.45,PWF,LINE3-M01
DEF-01005,H04701,Power Defect,2026-06-14,Power Supply,Minor,Automated,166.1,PWF,LINE2-M02
DEF-01006,L04707,Power Defect,2026-06-14,Power Supply,Critical,Visual,1526.79,PWF,LINE1-M02
DEF-01007,L04711,Power Defect,2026-06-14,Power Supply,Major,Visual,630.33,PWF,LINE1-M01
DEF-01008,M04712,Power Defect,2026-06-14,Drive Motor,Critical,Visual,827.46,PWF,LINE2-M01
DEF-01009,L04718,Power Defect,2026-06-14,Electrical Panel,Minor,Automated,181.23,PWF,LINE3-M02
DEF-01010,H04724,Power Defect,2026-06-14,VFD Unit,Critical,X-Ray,875.69,PWF,LINE3-M02
DEF-01011,L04734,Tool Damage,2026-06-14,Spindle Interface,Critical,Ultrasonic,2347.73,TWF,LINE3-M02
DEF-01012,H04736,Thermal Defect,2026-06-14,Motor Housing,Critical,Automated,1928.78,HDF,LINE3-M02
DEF-01013,L04737,Tool Damage,2026-06-14,Tool Holder,Critical,Ultrasonic,1587.48,TWF,LINE2-M02
DEF-01014,L04738,Tool Damage,2026-06-14,Tool Holder,Major,Ultrasonic,375.22,TWF,LINE3-M02
DEF-01015,H04739,Thermal Defect,2026-06-14,Bearing Assembly,Critical,Automated,1144.91,HDF,LINE3-M02
DEF-01016,L04740,Tool Damage,2026-06-14,Tool Holder,Major,Manual,297.78,TWF,LINE2-M02
DEF-01017,M04741,Tool Damage,2026-06-14,Spindle Interface,Critical,X-Ray,2374.29,TWF,LINE2-M02
DEF-01018,L04742,Structural Stress,2026-06-14,Gearbox,Major,Ultrasonic,651.36,OSF,LINE2-M01
DEF-01019,M04749,Power Defect,2026-06-14,Drive Motor,Major,Ultrasonic,749.22,PWF,LINE3-M01
DEF-01020,L04758,Power Defect,2026-06-14,Electrical Panel,Major,Manual,485.72,PWF,LINE1-M01
DEF-01021,M04760,Power Defect,2026-06-14,Electrical Panel,Major,Visual,255.59,PWF,LINE2-M01
DEF-01022,M04776,Power Defect,2026-06-14,Power Supply,Critical,X-Ray,982.97,PWF,LINE2-M01
DEF-01023,H04777,Power Defect,2026-06-14,VFD Unit,Critical,Visual,1513.0,PWF,LINE2-M01
DEF-01024,H04785,Power Defect,2026-06-14,Power Supply,Critical,Ultrasonic,2207.69,PWF,LINE2-M02
DEF-01025,M04787,Power Defect,2026-06-14,Drive Motor,Major,Ultrasonic,520.6,PWF,LINE1-M01
DEF-01026,H04790,Power Defect,2026-06-14,Power Supply,Critical,Ultrasonic,2018.18,PWF,LINE1-M02
DEF-01027,L04791,Power Defect,2026-06-14,Drive Motor,Major,Manual,605.88,PWF,LINE3-M01
DEF-01028,M04801,Thermal Defect,2026-06-14,Heat Exchanger,Major,Ultrasonic,548.74,HDF,LINE1-M02
DEF-01029,L04805,Power Defect,2026-06-14,Electrical Panel,Major,Visual,406.8,PWF,LINE3-M02
DEF-01030,L04812,Tool Damage,2026-06-14,Spindle Interface,Critical,Ultrasonic,1110.27,TWF,LINE2-M02
DEF-01031,M04814,Tool Damage,2026-06-14,Cutting Edge,Minor,Automated,143.84,TWF,LINE3-M01
DEF-01032,L04817,Tool Damage,2026-06-14,Tool Holder,Critical,Ultrasonic,1233.43,TWF,LINE2-M01
DEF-01033,L04820,Tool Damage,2026-06-14,Cutting Edge,Critical,Ultrasonic,1460.86,TWF,LINE3-M01
DEF-01034,L04821,Tool Damage,2026-06-14,Cutting Edge,Critical,Manual,885.26,TWF,LINE3-M01
DEF-01035,H04822,Tool Damage,2026-06-14,Spindle Interface,Major,Ultrasonic,513.79,TWF,LINE3-M02
DEF-01036,L04823,Tool Damage,2026-06-14,Tool Tip,Critical,Visual,1683.87,TWF,LINE2-M01
DEF-01037,L04824,Tool Damage,2026-06-14,Cutting Edge,Critical,X-Ray,1248.75,TWF,LINE2-M02
DEF-01038,L04825,Tool Damage,2026-06-14,Tool Holder,Critical,Ultrasonic,940.68,TWF,LINE3-M02
DEF-01039,L04844,Power Defect,2026-06-14,Electrical Panel,Major,Manual,705.2,PWF,LINE3-M01
DEF-01040,L04846,Power Defect,2026-06-14,VFD Unit,Major,Manual,674.39,PWF,LINE1-M01
DEF-01041,L04853,Power Defect,2026-06-14,Drive Motor,Critical,Visual,852.79,PWF,LINE1-M01
DEF-01042,L04854,Power Defect,2026-06-14,Electrical Panel,Major,X-Ray,384.47,PWF,LINE2-M01
DEF-01043,L04864,Thermal Defect,2026-06-14,Cooling System,Minor,Ultrasonic,126.21,HDF,LINE1-M02
DEF-01044,M04865,Power Defect,2026-06-14,Drive Motor,Major,Ultrasonic,273.39,PWF,LINE2-M01
DEF-01045,L04866,Power Defect,2026-06-14,Drive Motor,Critical,Visual,1723.47,PWF,LINE3-M01
DEF-01046,L04876,Power Defect,2026-06-14,Drive Motor,Critical,Visual,1657.43,PWF,LINE3-M02
DEF-01047,M04878,Thermal Defect,2026-06-14,Motor Housing,Critical,Manual,830.25,HDF,LINE3-M01
DEF-01048,M04890,Power Defect,2026-06-14,Power Supply,Major,X-Ray,496.99,PWF,LINE2-M02
DEF-01049,H04891,Thermal Defect,2026-06-14,Motor Housing,Major,Manual,767.23,HDF,LINE1-M02
DEF-01050,M04900,Thermal Defect,2026-06-14,Motor Housing,Critical,Visual,1244.52,HDF,LINE2-M02
DEF-01051,L04902,Tool Damage,2026-06-14,Cutting Edge,Critical,Manual,2100.01,TWF,LINE3-M01
DEF-01052,L04903,Tool Damage,2026-06-14,Tool Tip,Critical,Manual,2277.34,TWF,LINE3-M01
DEF-01053,L04904,Tool Damage,2026-06-14,Cutting Edge,Major,Manual,695.13,TWF,LINE1-M01
DEF-01054,L04905,Tool Damage,2026-06-14,Spindle Interface,Minor,Visual,95.4,TWF,LINE1-M02
DEF-01055,L04907,Tool Damage,2026-06-14,Spindle Interface,Major,Ultrasonic,502.01,TWF,LINE3-M01
DEF-01056,M04908,Tool Damage,2026-06-14,Spindle Interface,Major,Automated,314.0,TWF,LINE2-M02
DEF-01057,L04909,Tool Damage,2026-06-14,Spindle Interface,Minor,Manual,235.15,TWF,LINE2-M02
DEF-01058,M04910,Tool Damage,2026-06-14,Tool Tip,Major,Automated,349.03,TWF,LINE2-M02
DEF-01059,L04911,Tool Damage,2026-06-14,Cutting Edge,Critical,X-Ray,1949.86,TWF,LINE3-M02
DEF-01060,L04915,Thermal Defect,2026-06-14,Bearing Assembly,Minor,Automated,223.14,HDF,LINE3-M01
DEF-01061,M04924,Power Defect,2026-06-14,Drive Motor,Critical,Automated,916.5,PWF,LINE2-M01
DEF-01062,M04928,Power Defect,2026-06-14,Power Supply,Minor,Manual,229.62,PWF,LINE3-M01
DEF-01063,M04929,Power Defect,2026-06-14,Electrical Panel,Critical,X-Ray,1135.9,PWF,LINE1-M01
DEF-01064,H04934,Thermal Defect,2026-06-15,Motor Housing,Major,Visual,289.03,HDF,LINE3-M01
DEF-01065,M04946,Power Defect,2026-06-15,Electrical Panel,Minor,Automated,227.54,PWF,LINE2-M02
DEF-01066,L04964,Power Defect,2026-06-15,VFD Unit,Critical,Ultrasonic,2146.55,PWF,LINE2-M01
DEF-01067,M04968,Thermal Defect,2026-06-15,Cooling System,Major,Ultrasonic,464.69,HDF,LINE2-M01
DEF-01068,M04971,Power Defect,2026-06-15,Electrical Panel,Major,Automated,470.59,PWF,LINE2-M02
DEF-01069,L04973,Power Defect,2026-06-15,Electrical Panel,Major,Ultrasonic,469.41,PWF,LINE3-M01
DEF-01070,L04975,Power Defect,2026-06-15,Drive Motor,Minor,Automated,166.52,PWF,LINE2-M01
DEF-01071,L04978,Power Defect,2026-06-15,Electrical Panel,Major,X-Ray,712.65,PWF,LINE1-M01
DEF-01072,H04979,Power Defect,2026-06-15,Power Supply,Critical,Manual,1007.74,PWF,LINE3-M02
DEF-01073,L04986,Tool Damage,2026-06-15,Tool Holder,Major,Manual,710.92,TWF,LINE1-M02
DEF-01074,L04990,Tool Damage,2026-06-15,Spindle Interface,Major,Ultrasonic,416.74,TWF,LINE1-M01
DEF-01075,L04991,Tool Damage,2026-06-15,Tool Holder,Major,Manual,397.96,TWF,LINE2-M02
DEF-01076,L04992,Tool Damage,2026-06-15,Cutting Edge,Critical,Visual,2338.59,TWF,LINE3-M02
DEF-01077,L04993,Tool Damage,2026-06-15,Cutting Edge,Critical,Manual,1801.68,TWF,LINE3-M01
DEF-01078,L04999,Power Defect,2026-06-15,Electrical Panel,Major,Visual,466.56,PWF,LINE3-M02
DEF-01079,H05011,Power Defect,2026-06-15,Drive Motor,Minor,Automated,97.68,PWF,LINE1-M01
DEF-01080,M05033,Thermal Defect,2026-06-15,Cooling System,Critical,Visual,1221.54,HDF,LINE1-M02
DEF-01081,L05037,Power Defect,2026-06-15,Electrical Panel,Major,Visual,313.62,PWF,LINE1-M01
DEF-01082,L05043,Thermal Defect,2026-06-15,Heat Exchanger,Major,Visual,519.06,HDF,LINE2-M02
DEF-01083,M05048,Power Defect,2026-06-15,Power Supply,Minor,Automated,144.22,PWF,LINE2-M02
DEF-01084,H05054,Power Defect,2026-06-15,Electrical Panel,Critical,Automated,2384.59,PWF,LINE1-M02
DEF-01085,L05066,Power Defect,2026-06-15,Power Supply,Critical,Manual,2400.8,PWF,LINE2-M01
DEF-01086,L05067,Thermal Defect,2026-06-15,Bearing Assembly,Major,X-Ray,537.27,HDF,LINE2-M01
DEF-01087,H05071,Tool Damage,2026-06-15,Spindle Interface,Major,Manual,272.28,TWF,LINE3-M01
DEF-01088,L05072,Structural Stress,2026-06-15,Chuck Assembly,Minor,X-Ray,234.93,OSF,LINE3-M01
DEF-01089,M05073,Tool Damage,2026-06-15,Spindle Interface,Major,Manual,493.28,TWF,LINE1-M02
DEF-01090,L05074,Tool Damage,2026-06-15,Cutting Edge,Critical,Ultrasonic,2157.07,TWF,LINE2-M02
DEF-01091,L05075,Tool Damage,2026-06-15,Spindle Interface,Major,Manual,328.97,TWF,LINE1-M01
DEF-01092,H05076,Tool Damage,2026-06-15,Spindle Interface,Minor,X-Ray,101.96,TWF,LINE3-M02
DEF-01093,L05077,Tool Damage,2026-06-15,Cutting Edge,Minor,Automated,183.3,TWF,LINE2-M02
DEF-01094,L05078,Tool Damage,2026-06-15,Tool Holder,Major,Manual,600.46,TWF,LINE2-M01
DEF-01095,L05079,Tool Damage,2026-06-15,Tool Holder,Major,Manual,450.52,TWF,LINE1-M02
DEF-01096,L05084,Thermal Defect,2026-06-15,Heat Exchanger,Critical,Ultrasonic,807.64,HDF,LINE3-M01
DEF-01097,M05086,Power Defect,2026-06-15,Electrical Panel,Critical,Manual,1828.54,PWF,LINE3-M01
DEF-01098,H05092,Thermal Defect,2026-06-15,Bearing Assembly,Critical,X-Ray,906.29,HDF,LINE3-M01
DEF-01099,L05096,Power Defect,2026-06-15,Electrical Panel,Critical,Manual,1140.4,PWF,LINE2-M01
DEF-01100,L05101,Power Defect,2026-06-15,VFD Unit,Major,Visual,622.08,PWF,LINE2-M01
DEF-01101,M05113,Thermal Defect,2026-06-15,Cooling System,Major,Visual,501.94,HDF,LINE2-M02
DEF-01102,L05117,Power Defect,2026-06-15,Electrical Panel,Critical,Ultrasonic,2382.29,PWF,LINE2-M02
DEF-01103,L05118,Power Defect,2026-06-15,VFD Unit,Critical,Visual,2399.24,PWF,LINE2-M02
DEF-01104,M05120,Power Defect,2026-06-15,VFD Unit,Minor,Automated,178.21,PWF,LINE2-M01
DEF-01105,M05140,Thermal Defect,2026-06-15,Cooling System,Major,X-Ray,405.65,HDF,LINE2-M01
DEF-01106,L05141,Thermal Defect,2026-06-15,Cooling System,Critical,X-Ray,2426.6,HDF,LINE1-M01
DEF-01107,L05145,Power Defect,2026-06-15,Power Supply,Critical,Manual,1952.62,PWF,LINE1-M01
DEF-01108,L05150,Power Defect,2026-06-15,VFD Unit,Minor,Ultrasonic,57.15,PWF,LINE3-M01
DEF-01109,L05151,Power Defect,2026-06-15,Drive Motor,Critical,X-Ray,1803.11,PWF,LINE3-M01
DEF-01110,H05158,Tool Damage,2026-06-15,Cutting Edge,Minor,X-Ray,97.82,TWF,LINE1-M01
DEF-01111,H05159,Tool Damage,2026-06-15,Cutting Edge,Major,Visual,436.93,TWF,LINE1-M02
DEF-01112,L05161,Tool Damage,2026-06-15,Spindle Interface,Major,Automated,761.44,TWF,LINE3-M02
DEF-01113,M05162,Tool Damage,2026-06-15,Cutting Edge,Minor,Visual,190.49,TWF,LINE2-M01
DEF-01114,H05164,Tool Damage,2026-06-15,Tool Holder,Major,X-Ray,376.64,TWF,LINE2-M01
DEF-01115,M05166,Thermal Defect,2026-06-15,Bearing Assembly,Critical,Ultrasonic,2443.07,HDF,LINE2-M02
DEF-01116,L05170,Power Defect,2026-06-15,Electrical Panel,Critical,Ultrasonic,1600.18,PWF,LINE2-M01
DEF-01117,H05183,Power Defect,2026-06-15,Power Supply,Critical,X-Ray,2080.49,PWF,LINE2-M02
DEF-01118,H05192,Thermal Defect,2026-06-15,Bearing Assembly,Minor,X-Ray,117.03,HDF,LINE2-M01
DEF-01119,L05198,Thermal Defect,2026-06-15,Heat Exchanger,Major,Visual,403.71,HDF,LINE1-M01
DEF-01120,L05209,Power Defect,2026-06-15,Power Supply,Critical,Automated,2324.37,PWF,LINE1-M02
DEF-01121,L05210,Power Defect,2026-06-15,VFD Unit,Critical,Visual,2070.95,PWF,LINE2-M01
DEF-01122,H05218,Power Defect,2026-06-15,Power Supply,Critical,Ultrasonic,2102.09,PWF,LINE2-M02
DEF-01123,L05225,Power Defect,2026-06-15,Power Supply,Critical,Ultrasonic,845.84,PWF,LINE2-M02
DEF-01124,L05227,Thermal Defect,2026-06-15,Motor Housing,Critical,Manual,814.6,HDF,LINE3-M02
DEF-01125,L05235,Power Defect,2026-06-15,Drive Motor,Major,Manual,359.49,PWF,LINE2-M01
DEF-01126,H05241,Tool Damage,2026-06-15,Tool Tip,Major,Manual,587.98,TWF,LINE1-M01
DEF-01127,L05242,Thermal Defect,2026-06-15,Motor Housing,Critical,X-Ray,1243.24,HDF,LINE3-M02
DEF-01128,H05243,Power Defect,2026-06-15,Power Supply,Major,Ultrasonic,318.83,PWF,LINE2-M01
DEF-01129,L05244,Tool Damage,2026-06-15,Tool Tip,Minor,Visual,57.52,TWF,LINE1-M02
DEF-01130,L05245,Tool Damage,2026-06-15,Tool Tip,Major,X-Ray,573.26,TWF,LINE3-M02
DEF-01131,L05246,Tool Damage,2026-06-15,Tool Holder,Major,X-Ray,400.94,TWF,LINE2-M02
DEF-01132,M05247,Structural Stress,2026-06-15,Chuck Assembly,Minor,Manual,177.8,OSF,LINE3-M01
DEF-01133,M05248,Tool Damage,2026-06-15,Cutting Edge,Major,X-Ray,783.04,TWF,LINE3-M01
DEF-01134,M05249,Tool Damage,2026-06-15,Tool Holder,Critical,Manual,1698.67,TWF,LINE2-M02
DEF-01135,M05262,Power Defect,2026-06-15,Electrical Panel,Critical,Manual,1317.34,PWF,LINE2-M02
DEF-01136,L05265,Power Defect,2026-06-15,Electrical Panel,Critical,Visual,2317.64,PWF,LINE1-M01
DEF-01137,M05283,Power Defect,2026-06-15,Power Supply,Critical,Manual,1259.54,PWF,LINE1-M01
DEF-01138,L05288,Power Defect,2026-06-15,Power Supply,Minor,Visual,108.35,PWF,LINE1-M02
DEF-01139,M05290,Power Defect,2026-06-15,Electrical Panel,Critical,Automated,2295.82,PWF,LINE3-M02
DEF-01140,H05294,Power Defect,2026-06-15,Drive Motor,Critical,X-Ray,893.77,PWF,LINE2-M02
DEF-01141,L05298,Power Defect,2026-06-16,Electrical Panel,Critical,Manual,2148.7,PWF,LINE2-M02
DEF-01142,M05301,Power Defect,2026-06-16,Electrical Panel,Major,Ultrasonic,563.96,PWF,LINE2-M02
DEF-01143,M05303,Power Defect,2026-06-16,Electrical Panel,Critical,Automated,1321.25,PWF,LINE3-M01
DEF-01144,L05322,Tool Damage,2026-06-16,Cutting Edge,Minor,Manual,56.67,TWF,LINE3-M02
DEF-01145,L05325,Tool Damage,2026-06-16,Spindle Interface,Minor,Visual,116.09,TWF,LINE1-M02
DEF-01146,L05326,Tool Damage,2026-06-16,Spindle Interface,Critical,Visual,1565.79,TWF,LINE3-M01
DEF-01147,L05328,Tool Damage,2026-06-16,Cutting Edge,Minor,X-Ray,122.05,TWF,LINE1-M02
DEF-01148,L05329,Tool Damage,2026-06-16,Cutting Edge,Critical,X-Ray,1802.86,TWF,LINE3-M02
DEF-01149,M05331,Tool Damage,2026-06-16,Tool Tip,Major,X-Ray,278.46,TWF,LINE1-M01
DEF-01150,L05338,Power Defect,2026-06-16,Electrical Panel,Critical,Visual,2097.36,PWF,LINE2-M02
DEF-01151,L05339,Thermal Defect,2026-06-16,Heat Exchanger,Major,Visual,693.47,HDF,LINE1-M01
DEF-01152,L05342,Power Defect,2026-06-16,Drive Motor,Critical,Visual,2461.11,PWF,LINE2-M01
DEF-01153,M05343,Power Defect,2026-06-16,Power Supply,Critical,Ultrasonic,1117.49,PWF,LINE2-M02
DEF-01154,L05345,Power Defect,2026-06-16,Drive Motor,Major,Manual,722.8,PWF,LINE1-M02
DEF-01155,H05367,Power Defect,2026-06-16,Drive Motor,Major,Automated,381.93,PWF,LINE3-M02
DEF-01156,M05370,Power Defect,2026-06-16,Drive Motor,Major,Manual,264.19,PWF,LINE3-M01
DEF-01157,M05376,Power Defect,2026-06-16,Drive Motor,Critical,X-Ray,1877.82,PWF,LINE3-M02
DEF-01158,L05388,Thermal Defect,2026-06-16,Bearing Assembly,Critical,X-Ray,1774.01,HDF,LINE1-M02
DEF-01159,L05400,Power Defect,2026-06-16,Drive Motor,Major,Manual,521.59,PWF,LINE1-M01
DEF-01160,H05406,Power Defect,2026-06-16,Electrical Panel,Major,Visual,359.12,PWF,LINE3-M02
DEF-01161,L05408,Power Defect,2026-06-16,Drive Motor,Critical,Manual,2174.44,PWF,LINE1-M02
DEF-01162,L05412,Tool Damage,2026-06-16,Spindle Interface,Critical,Automated,1041.45,TWF,LINE1-M02
DEF-01163,H05414,Tool Damage,2026-06-16,Tool Holder,Minor,Ultrasonic,122.81,TWF,LINE2-M02
DEF-01164,M05415,Tool Damage,2026-06-16,Tool Holder,Critical,Ultrasonic,1141.74,TWF,LINE1-M02
DEF-01165,M05416,Tool Damage,2026-06-16,Tool Tip,Major,Ultrasonic,478.06,TWF,LINE1-M02
DEF-01166,H05417,Tool Damage,2026-06-16,Tool Holder,Major,Ultrasonic,352.53,TWF,LINE1-M01
DEF-01167,H05418,Tool Damage,2026-06-16,Tool Holder,Major,Automated,558.17,TWF,LINE1-M01
DEF-01168,M05434,Power Defect,2026-06-16,Electrical Panel,Major,Automated,723.2,PWF,LINE1-M01
DEF-01169,L05443,Power Defect,2026-06-16,Drive Motor,Major,Manual,510.68,PWF,LINE2-M01
DEF-01170,L05444,Power Defect,2026-06-16,Power Supply,Major,Visual,639.93,PWF,LINE1-M02
DEF-01171,M05459,Thermal Defect,2026-06-16,Motor Housing,Critical,Manual,1044.49,HDF,LINE3-M02
DEF-01172,L05461,Power Defect,2026-06-16,VFD Unit,Major,Manual,458.25,PWF,LINE3-M01
DEF-01173,H05467,Power Defect,2026-06-16,Electrical Panel,Critical,Visual,1100.28,PWF,LINE1-M01
DEF-01174,H05471,Thermal Defect,2026-06-16,Motor Housing,Minor,Automated,90.88,HDF,LINE3-M01
DEF-01175,L05481,Power Defect,2026-06-16,Power Supply,Critical,Automated,1429.24,PWF,LINE2-M02
DEF-01176,H05491,Tool Damage,2026-06-16,Cutting Edge,Major,Automated,549.21,TWF,LINE3-M02
DEF-01177,L05493,Structural Stress,2026-06-16,Gearbox,Major,Manual,583.15,OSF,LINE2-M02
DEF-01178,L05494,Tool Damage,2026-06-16,Cutting Edge,Major,Automated,418.39,TWF,LINE2-M01
DEF-01179,M05495,Tool Damage,2026-06-16,Spindle Interface,Minor,Visual,65.06,TWF,LINE3-M02
DEF-01180,M05496,Power Defect,2026-06-16,Power Supply,Critical,X-Ray,2321.47,PWF,LINE1-M01
DEF-01181,L05500,Tool Damage,2026-06-16,Spindle Interface,Major,Manual,598.96,TWF,LINE2-M02
DEF-01182,L05501,Tool Damage,2026-06-16,Tool Tip,Major,Visual,689.2,TWF,LINE2-M02
DEF-01183,H05502,Tool Damage,2026-06-16,Spindle Interface,Major,X-Ray,439.42,TWF,LINE3-M01
DEF-01184,L05513,Power Defect,2026-06-16,Electrical Panel,Critical,Visual,1950.87,PWF,LINE3-M02
DEF-01185,M05518,Thermal Defect,2026-06-16,Bearing Assembly,Major,Manual,479.64,HDF,LINE3-M02
DEF-01186,H05524,Power Defect,2026-06-16,VFD Unit,Critical,Automated,913.12,PWF,LINE3-M02
DEF-01187,M05528,Power Defect,2026-06-16,Drive Motor,Major,X-Ray,663.55,PWF,LINE3-M01
DEF-01188,L05538,Power Defect,2026-06-16,Drive Motor,Critical,X-Ray,1539.44,PWF,LINE3-M01
DEF-01189,L05540,Power Defect,2026-06-16,VFD Unit,Critical,X-Ray,1149.34,PWF,LINE1-M02
DEF-01190,H05552,Power Defect,2026-06-16,Drive Motor,Minor,Ultrasonic,84.11,PWF,LINE1-M02
DEF-01191,L05572,Power Defect,2026-06-16,Electrical Panel,Major,Ultrasonic,582.27,PWF,LINE2-M01
DEF-01192,L05573,Tool Damage,2026-06-16,Spindle Interface,Critical,Manual,1888.27,TWF,LINE1-M02
DEF-01193,M05576,Tool Damage,2026-06-16,Tool Tip,Major,X-Ray,558.75,TWF,LINE3-M01
DEF-01194,M05578,Tool Damage,2026-06-16,Tool Tip,Major,Automated,672.76,TWF,LINE2-M01
DEF-01195,H05579,Tool Damage,2026-06-16,Cutting Edge,Major,Visual,594.66,TWF,LINE2-M01
DEF-01196,L05580,Tool Damage,2026-06-16,Cutting Edge,Major,X-Ray,606.37,TWF,LINE3-M01
DEF-01197,M05582,Tool Damage,2026-06-16,Cutting Edge,Major,Visual,487.42,TWF,LINE1-M01
DEF-01198,H05583,Tool Damage,2026-06-16,Spindle Interface,Minor,Automated,180.29,TWF,LINE2-M01
DEF-01199,M05584,Tool Damage,2026-06-16,Cutting Edge,Minor,Visual,158.09,TWF,LINE2-M02
DEF-01200,H05590,Power Defect,2026-06-16,Power Supply,Minor,X-Ray,85.27,PWF,LINE3-M02
DEF-01201,M05608,Power Defect,2026-06-16,VFD Unit,Major,X-Ray,471.97,PWF,LINE3-M01
DEF-01202,H05609,Power Defect,2026-06-16,Power Supply,Critical,Manual,1618.05,PWF,LINE3-M02
DEF-01203,H05616,Power Defect,2026-06-16,Drive Motor,Major,Automated,289.04,PWF,LINE2-M01
DEF-01204,M05622,Power Defect,2026-06-16,Drive Motor,Major,X-Ray,504.07,PWF,LINE1-M02
DEF-01205,L05627,Power Defect,2026-06-16,Electrical Panel,Critical,X-Ray,2357.02,PWF,LINE1-M02
DEF-01206,H05637,Thermal Defect,2026-06-16,Motor Housing,Major,X-Ray,504.23,HDF,LINE1-M01
DEF-01207,H05638,Thermal Defect,2026-06-16,Motor Housing,Critical,X-Ray,2217.93,HDF,LINE1-M02
DEF-01208,M05644,Power Defect,2026-06-16,Electrical Panel,Minor,Automated,154.22,PWF,LINE1-M02
DEF-01209,M05645,Power Defect,2026-06-16,VFD Unit,Critical,X-Ray,1017.75,PWF,LINE1-M02
DEF-01210,L05649,Power Defect,2026-06-16,Electrical Panel,Minor,Manual,247.17,PWF,LINE2-M02
DEF-01211,M05658,Tool Damage,2026-06-17,Tool Tip,Major,Automated,330.32,TWF,LINE2-M02
DEF-01212,L05661,Tool Damage,2026-06-17,Spindle Interface,Critical,Automated,2026.05,TWF,LINE3-M02
DEF-01213,H05665,Power Defect,2026-06-17,VFD Unit,Minor,X-Ray,180.34,PWF,LINE2-M02
DEF-01214,M05666,Tool Damage,2026-06-17,Tool Holder,Major,Visual,765.77,TWF,LINE3-M01
DEF-01215,L05667,Power Defect,2026-06-17,VFD Unit,Critical,Manual,1604.48,PWF,LINE1-M01
DEF-01216,M05668,Tool Damage,2026-06-17,Tool Tip,Critical,X-Ray,1017.69,TWF,LINE1-M01
DEF-01217,L05669,Tool Damage,2026-06-17,Tool Holder,Major,Manual,660.33,TWF,LINE1-M01
DEF-01218,M05671,Tool Damage,2026-06-17,Cutting Edge,Major,Visual,519.22,TWF,LINE3-M01
